company_name,stage,funding_amount,description,headquarter,investor,funded_year,sector
Burgerama,Pre-series A,3500000.0,Burgerama is a unit of Junket Foods Private Limited,"Gurgaon, ","Madison, Anicut",2021,Food Startup
Moms Co,Series B,8000000.0,The Moms Co. creates a safe and natural formulated products for babies that are certified toxin-free,"Gurgaon, ","DSG Consumer Partners, Saama Capital",2021,HealthCare
DillyHub,Seed,1400000.0,A service that promotes and facilitates the works of independent comic artists,"Seoul, ","Kakao Ventures, Shinhan Capital",2021,Publication
FPL Technologies,Series A,10000000.0,FPL is on a mission to re-imagine credit and payments from first principles and is building a mobile-first credit card,"Pune, ","Matrix Partners India, Hummingbird Ventures",2021,FinTech
FITTR,Pre-series A,2000000.0,Fitness Social Network & Consultation Platform that helps you achieve your Health & Fitness goals.,"Pune, ",Surge,2021,Fitness startup
Illumnus,Seed,100000.0,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities","Pune, ",23 High Networth Individuals (HNIs).,2021,E-learning
CashKaro,Series B,10000000.0,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,"Gurgaon, ","Ratan Tata, Kalaari Capital",2021,E-commerce
Newton School,Seed,650000.0,Newton School is a platform to learn and develop skills,"Bangalore, ",Nexus Venture Partners,2021,E-learning
Airmeet,Series A,12000000.0,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Bangalore, ","Global Founders Capital, Redpoint",2021,Tech Startup
Observe ai,Series B,54000000.0,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.","San Francisco, ","01 Advisors, Steadview Capital",2021,Tech
InCred,Series B,5000000.0,"Provide loans for all your needs like personal loan for wedding, education loan, business loan","Mumbai, ","Pushpak Credit, Fiscal",2021,Finance
Toppr,Series D,35000000.0,Toppr is an Indian educational technology and online tutoring firm,"Mumbai, ","Kaizenvest, Foundation Holdings",2021,EdTech
CarTrade,Series H,42500000.0,Buy and Sell Used Cars,"Mumbai, ","Pincus, JP Morgan, Temasek, March Capital",2021,Car Trade
LEAD School,Series C,28000000.0,Offers a high-end digital classroom system focused on enhancing the learning experience,"Mumbai, ","Westbridge Capital, Elevar Equity",2021,E-learning
Servify,Series C,11370000.0,"Enables top OEMs & ODMs in device distribution, sales, warranty","Mumbai, ","Blume Ventures, Tetrao",2021,Manufacturing
Lido Learning,Series B,7500000.0,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?","Mumbai, ","BAce Capital, Madhur Deora",2021,EdTech
Apna.co,Series A,8000000.0,Can find all types of jobs from entry level to experienced people in over 60+ categories.,"Bangalore, ","Lightspeed India, Sequoia Capital India",2021,Job portal
Quintype Technologies,Series A,325000.0,"Building a suite of digital publishing solutions to simplify content creation, distribution","Bangalore, ","IIFL Asset Management, Raghav Bahl",2021,Tech
Dunzo,Series E,28000000.0,Order online and get free delivery from your nearby restaurants,"Bangalore, ","Wes Schwalje, Alteria Capital",2021,Tech
Entropik,Series A,8000000.0,Gain insights into human emotions with AI-powered platform affect lab.,"Bangalore, ","IDFC-Parampara Fund, Bharat Innovation Fund",2021,AI Platform
Livspace,Series D,9000000.0,Interior design marketplace that connects interior designers,"Bangalore, ","Mercer Investments, Nicholas Cator",2021,Home Design
Ultraviolette Automotive,Series B,410000.0,Industries Automotive Electric Vehicle Energy Energy Storage,"Bangalore, ",TVS Motor Company,2021,Automation
WinZO,Series B,18000000.0,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,"New Delhi, ","Makers Fund, Courtside Ventures",2021,Gaming
SenseHawk,Series A,5000000.0,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,"Bangalore, ","Falcon Edge Capital, SAIF Partners",2021,Solar SaaS
Railofy,Seed,900000.0,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,"Mumbai, ",Chiratae Ventures.,2021,WL & RAC protection
Eloelo,Seed,450000.0,"Social Commerce Venture for Wellness. View company info, jobs, team members, culture, funding and more.","Bangalore, ",Undisclosed,2021,Social commerce
Aibono,Pre-series A,2000000.0,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,"Bangalore, ","Menterra Venture Advisors, Rianta Capital",2021,Agriculture
BuildPan,Seed,500000.0,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.","Indore, ","Sunil Kumar Singhvi, Yusho Kawata",2021,SaaS
Homelane,Unknown,8000000.0,Explore 1000's of fully customizable home interior designs.,"Bangalore, ","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",2021,Home interior services
MyGlamm,Series B,1000000.0,Buy Makeup kit & Cosmetics Products from international makeup brand,"Mumbai, ",Bessemer Venture Partners,2021,Fashion
Aviom,Series B,682000.0,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,"New Delhi, ","Insitor Partners, C4D Partners",2021,Finance
Flinto,Pre-Series B,7000000.0,Flintobox is an India-based company that produces educational activity boxes for children,"Chennai, ","Sinai Ventures, Y Combinator",2021,E-learning
WayCool,Series C,5060000.0,WayCool is a social enterprise positively impacting the lives of India's farmers,"Chennai, ","FMO, IndusInd Bank",2021,Agritech startup
YAP,Series A,4050000.0,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,"Chennai, ","Jitendra Gupta, Better Capital",2021,API platform
Big Bang Boom Solutions,Series A,1050000.0,It aims to co-create intellectual property that can reside within the borders of the country.,"Chennai, ","Mumbai Angels, Defence Innovation Organisation",2021,Deep Tech
GUVI,Series A,800000.0,Operates vernacular-language based education tech startup,"Chennai, ","CBA Capital, Gray Matters Capital",2021,E-learning
BluSmart,Pre-series A,7000000.0,"BluSmart, an all-electric ride-hailing platform","Gurugram, ","Kalpavriksh, JITO Angel Network",2021,Electricity
Cell Propulsion,Pre-series A,3500000.0,Designs and develops electric power drives and autonomous electric mobility solutions,"Bangalore, ","growX ventures, Sangam Ventures",2021,Automotive company
MPL,Series B,50000000.0,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,"Bangalore, ","Sequoia Capital India, Times Internet",2021,Entertainment
Spoonshot,Seed A,1000000.0,A food science company using AI to predict consumer taste and food trends,"Bangalore, ","SRI Capital, Techstars Farm to Fork Accelerator",2021,Fashion
Pulse,Pre-series A,750000.0,Helps people navigate through and profit off financial markets,"Mumbai, ",Undisclosed,2021,FinTech
Groww,Series C,30000000.0,Leading Investment and Trading Platform,"Bangalore, ","Y Combinator, Ribbit Capital",2021,FinTech
i3 Systems,Pre-series A,1050000.0,Transforming India's health insurance industry with its digital solutions and AI products for automation,"Mumbai, ","Hatanaka Yosuke, Minomiya Takeo",2021,Insurance
SOAL,Series A,1000000.0,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders","Mumbai, ","Krishnan Menon, Srinivas Kollipara",2021,EdTech
OckyPocky,Seed,400000.0,Ockypocky helps kids in learning spoken english,"Gurugram, ","SucSEED Venture Partners, ah! Ventures",2021,EdTech
Hippo Video,Series A,4000000.0,Helps enterprise businesses achieve their marketing and sales goals through seamless video,"New York, ","Surge, Kae Capital",2021,Video personalization
Hasura,Series B,25000000.0,"Builds developer tooling products, including open source tools, backend","San Francisco, ","Nexus Venture Partners, Sam Lambert",2021,Software Company
Qapita,Seed,1080000.0,Qapita provides digital equity management tools for private companies and startups.,"Singapore, ","Alto Partners, Mission Holdings",2021,FinTech
Sunday,Pre-Series B,9000000.0,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,"Bangkok, ","SCB 10X, LINE Ventures",2021,FinTech
Gamezop,Series A,4300000.0,A multi-game platform,"Gurugram, ","Powerhouse ventures, Tracxn,",2021,Gaming
Phool.co,Pre-series A,1400000.0,They use flowers from temples across India's and create useful products such as rose incense cone,"Kanpur, ",Kaplan Foundation,2021,Biomaterial startup
Chiratae Ventures,Seed,3500000.0,A leading tech venture capital fund focused on enabling entrepreneurs in India.,"Bangalore, ",Undisclosed,2021,Finance
MedLife,Unknown,6800000.0,"An India online platform, which provides pharmacy, diagnostics, and e-consultation in India.","Bangalore, ",Ivy Icon,2021,Health
IDfy,Series A,2110000.0,IDfy provides risk and fraud solutions,"Mumbai, ","Millenna FVCI III, NB Ventures, Dream Incubator",2021,Tech
True Balance,Series C,3500000.0,Earn money by meeting financial needs of your friends and neighbors.,"Gurugram, ",Balancehero,2021,Finance
Bira91,Unknown,764000.0,A craft beer brand manufactured by B9 Beverages Pvt. Ltd.,"New Delhi, ",Anicut Capital,2021,Craft Beer
Max wholesale,Unknown,603000.0,MaxWholesale is an online distributor that provides authentic FMCG goods,"New Delhi, ","Al Falaj Commercial Investment Co, Vistra ITCL India",2021,E-commerce
Craftsvilla,Unknown,409000.0,"Sells ethnic apparel, footwear, fashion accessories, beauty products, handcrafted home accessories","Mumbai, ",Supera Investments,2021,E-commerce
MechMocha,Series A,292000.0,India's first vernacular social gaming platform,"Bangalore, ","Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",2021,Entertainment
Mindhouse,Unknown,286000.0,A gym to train your mind offering workouts and programmes,"Gurugram, ","GGV Capital, Sahi Barual",2021,Healthtech
DeepSync,Unknown,136000.0,"A revolutionary way to record your content, without you really speaking","Chandigarh, ","Grand Anicut Angel Fund (GAAF), AL Trust, Beeline Impex Private Limited, 9Unicorns, Accelerator Fund",2021,AI startup
Eruditus,Unknown,3500000.0,Bring world-class business and professional education to a global audience,"Mumbai, ","Bertelsmann India Investments, Sequoia Capital India",2021,E-learning
Gradeup,Unknown,546000.0,"India's largest exam preparation destination,","Noida, ","Times Internet, TLabs",2021,E-learning
Tracxn,Series B,887000.0,Tracxn is the research partner for Venture Capitalist,"Bangalore, ","Saif partners, Accel partners, Sequoia capital",2021,Finance
Purple Style Labs,Unknown,43000.0,Shopping experience and foster the growth of Indian brands and designers.,"Mumbai, ","Jitendra Gupta, Astarc Ventures.",2021,Fashion
ProPhysio,Unknown,40900.0,The largest provider of physiotherapy and rehabilitation services,"Bangalore, ",Nestavera Ventures.,2021,Health
Flickstree,Unknown,40900.0,World's largest video publisher,"Mumbai, ","MOX, Venture Catalysts",2021,Tech
Settl,Unknown,3500000.0,Get affordable AC bus-rides everyday,"Gurugram, ","Sojitz, SIG Global India Fund",2021,Travel
Fanspole,Pre-Seed,3500000.0,India's only social fantasy gaming platform,"Thane, ","Mohan Verma, Better Capital",2021,Entertainment
Sarva,Unknown,3500000.0,A wellness ecosystem built on the authentic foundations of Yoga,"Mumbai, ","Shikhar Dhawan, Mantra Capital",2021,Health
Univ.ai,Unknown,3500000.0,"A distributed, global educational powerhouse that draws on technology","Bangalore, ",Kiran Mazumdar Shaw.,2021,EdTech
PurohitJi,Unknown,3500000.0,App for Hindu Puja Products & Services,"Bangalore, ",Bhadresh,2021,Linguistic Spiritual
CredoLab,Series A,7000000.0,AI credit scoring platform,"Singapore, ","GB Group, Walden International",2021,Tech
Brick&Bolt,Series A,2200000.0,"A construction company doing house construction, building construction, commercial construction","Bangalore, ","Meghna Agarwal, Navin Dhanuka",2021,Construction
Grinntech,Unknown,2000000.0,Leading on all fronts of battery design,"Chennai, ","V Sumantran, V Lakshmi Narayanan",2021,Battery manufacturer
6Degree,Unknown,340000.0,India's leading fashion business platform,"Mumbai, ","Keiretsu Forum, SucSEED Venture Partners",2021,Fashion
Exprs,Unknown,5660000.0,"Nano Distribution Centres, enabling seamless connectivity of businesses & Consumers.","Bangalore, ","Sweta Rau, Sandeep Kapoor",2021,Nano Distribution Network
Bikayi,Seed round,2000000.0,Provides free whatsapp integrated E-Commerce Store,"Hyderabad, ",Mantis ventures,2021,E-commerce
Virtual Forest,Unknown,3500000.0,Tracking seasonal change in virtual forest,"Bangalore, ",Napino Auto and Electronics Ltd,2021,Tech
The Health company,Unknown,350000.0,Organic superfoods & free personal health coaching that actually work.,"Gurugram, ","VCATS, First Cheque, 9Unicorns, Marquee investors",2021,AI health
TrulyMadly Matchmakers,Pre-series A,110000.0,One of the best dating Apps in India connecting singles across the country.,"Gurugram, ","AngelList, Inflection Point Ventures, The Chennai Angels",2021,Dating app
TrueFan,Seed round,4300000.0,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,"Mumbai, ","Mayfield India, Saama Capital, Ronnie Screwvala",2021,Entertainment
Fanspole,Seed,3500000.0,A free app that users can use to create contests and play,"Mumbai, ",Better Capital,2021,Gaming
Byju's,Unknown,122000000.0,Provides online learning classes,"Bangalore, ",DST Global,2021,EdTech
